994	0
2362	0
1975	0
930	1
2107	0
6538	0
282	0
1839	0
74	0
487	0
241	0
34	0
2987	0
319	0
2577	0
1583	0
243	0
2050	0
2714	0
998	0
1819	0
2689	1
399	0
2747	0
2748	0
2247	0
6695	0
2353	0
1473	0
2364	0
979	0
604	0
645	0
6714	1
1678	0
580	0
224	0
6056	0
259	0
2623	0
2781	0
1083	0
5752	1
760	0
1776	0
2704	0
5002	1
2158	0
2167	1
1333	1
1529	0
1340	0
741	0
2862	0
2648	0
1514	0
4491	1
1347	1
1795	0
5580	1
5338	1
1849	0
738	0
1025	0
1683	0
6609	0
1543	0
1636	1
1315	0
783	0
5065	0
2007	0
473	0
2095	0
289	0
56	0
766	0
1808	0
1563	0
1606	0
6029	0
6744	0
6568	0
3564	0
2833	1
2516	0
3190	0
443	0
6249	1
798	0
2078	0
4183	1
1954	0
1984	0
6180	0
6900	0
2039	0
1020	0
129	0
2178	0
1673	0
95	0
31	0
3269	1
6216	1
1360	0
4806	1
1671	0
2494	1
3483	1
6571	1
192	0
6606	1
839	0
4237	0
59	0
250	0
1890	1
2093	0
4162	1
6907	1
3809	1
1628	0
690	0
1941	0
6660	1
1760	0
3952	0
1446	0
313	0
2	0
6634	1
5419	0
2063	1
2108	0
2192	0
1882	0
1047	0
2872	0
103	0
6526	1
4244	0
5788	0
6598	0
907	0
509	0
2710	0
4820	0
2583	0
1756	1
1336	0
6509	0
110	1
456	0
2809	0
2999	0
1453	0
1515	0
2154	0
1926	0
1495	0
2009	0
5496	0
2776	1
862	0
971	0
2674	0
1247	0
5738	0
565	0
3404	1
2171	1
2056	1
6679	1
1267	0
2972	0
2978	0
6793	0
967	0
2738	0
2927	0
1611	0
1451	0
960	0
1809	0
1574	0
1085	0
1963	0
1198	0
750	0
6699	1
976	0
2376	0
164	0
3011	0
943	0
6903	0
6031	1
1737	0
1875	1
1891	0
538	0
1575	0
1792	1
510	0
6580	1
6488	1
578	0
2262	0
900	0
1775	0
6472	1
6445	1
6857	1
2707	0
838	0
542	0
1871	0
1897	1
2888	0
1972	0
2044	0
602	1
504	0
1394	0
670	0
2970	0
2322	0
3046	0
2572	0
1728	0
2563	0
2621	0
797	0
4555	0
1896	0
6770	1
6604	1
2880	0
6439	0
6034	0
2383	0
826	0
1346	0
1487	0
490	0
4808	0
2014	0
68	0
226	1
1913	0
2174	0
6880	0
2393	1
5535	0
290	0
1885	0
1092	1
722	0
6603	1
4376	1
597	0
4893	1
6420	1
1272	0
150	0
1970	1
1038	1
552	0
1546	0
1510	1
6661	1
1077	0
1853	0
6383	1
6693	1
489	0
3380	0
6381	1
3157	1
1800	0
1421	1
2868	0
2086	0
3027	0
1012	0
1862	0
1713	0
849	0
149	0
749	0
925	0
1555	0
183	0
989	0
1807	0
1964	1
62	0
2605	1
6233	1
1184	0
6514	1
2786	1
3148	1
2505	0
122	0
2617	0
286	0
2453	0
2060	0
2149	0
412	0
2347	0
1959	0
2962	0
2513	0
680	0
6925	1
2819	0
901	0
6839	1
2848	0
1738	1
2596	0
977	0
1230	0
1097	1
2821	0
2675	0
2465	0
43	0
4454	1
3435	0
848	0
3017	0
1256	0
2354	1
6436	1
4832	0
6898	0
2717	0
2211	0
6690	0
137	0
6767	1
1534	0
4381	1
119	0
1100	0
1734	0
1400	0
2051	0
939	0
6819	1
996	0
6529	0
2076	0
1848	0
1777	0
3189	1
398	0
407	0
4395	0
827	0
784	0
383	0
430	0
748	0
107	0
1618	0
88	0
2721	0
2073	0
6530	1
1605	0
6890	1
2598	0
5522	1
4715	1
5339	1
2398	0
2058	0
2196	1
1290	0
1523	0
2767	0
530	0
731	0
599	0
222	0
440	0
1080	1
6424	1
1015	0
1158	0
206	0
1435	0
3124	1
6546	1
785	0
6749	1
44	0
2013	0
2666	0
569	0
559	0
2737	0
6450	0
811	0
2452	1
4596	0
2522	0
1086	1
1243	0
1910	0
697	0
2205	0
799	0
1178	0
326	0
2828	0
2843	0
2625	0
6862	1
6868	0
1719	0
481	0
1180	0
3954	0
5807	1
2511	0
1680	0
2755	0
1944	0
6718	0
1835	0
6651	1
2850	0
1225	1
571	0
1780	0
2085	1
387	0
2698	0
1586	0
1700	0
1548	0
2520	0
208	0
2292	0
2753	1
1144	0
2216	0
1313	0
6791	1
264	1
992	0
2184	0
1402	0
5674	1
1991	0
5748	1
1579	0
3507	1
2236	0
2246	1
6586	0
531	0
6709	0
2275	1
677	0
1666	0
5884	0
1048	0
920	0
2771	0
186	0
865	0
6919	0
1328	0
312	0
1567	1
615	0
370	0
660	0
5703	1
235	0
267	0
2682	0
3730	0
6108	0
817	0
1464	0
4106	0
3537	1
2345	0
2982	0
1920	0
1829	0
1329	0
739	0
2136	0
1254	0
4265	1
1701	0
1812	0
2306	0
1263	0
2531	0
6567	0
361	0
1338	0
251	0
6605	1
1908	0
2953	1
4514	1
2806	0
1028	0
6748	0
2181	0
323	0
4865	1
5861	1
2581	0
1375	0
3143	0
1384	0
511	0
2342	0
2240	0
2939	0
608	0
1771	0
67	0
2115	0
6602	1
1374	0
2601	0
2404	0
362	0
5563	1
2071	0
381	0
1281	1
1039	1
1878	0
2299	0
1060	0
6735	0
1312	0
6717	1
2503	0
2228	0
6771	1
1524	0
2474	0
112	0
6825	1
736	0
547	0
1822	0
3060	0
2876	0
2985	0
893	0
2967	0
1362	0
978	0
575	0
1582	0
908	0
2780	0
1185	0
2147	0
724	0
1337	0
2746	0
5941	0
2043	0
1858	0
1409	0
2996	0
6848	1
6073	0
2818	0
6806	0
975	0
300	0
1416	0
6404	0
403	0
2295	0
2433	0
1117	0
266	0
6254	1
2727	0
281	0
1133	0
1658	0
909	0
321	0
6926	1
1096	0
2214	0
1544	0
1116	0
2736	0
1303	0
6790	1
141	0
291	0
4040	1
6689	1
6430	0
2690	0
2515	0
2482	0
515	0
2968	0
1433	0
493	1
2340	0
1471	0
2286	0
629	0
6797	1
966	0
2831	1
957	0
1707	0
1219	0
6533	1
1827	0
6555	1
6120	0
2159	0
6449	1
6799	1
1306	0
2479	0
6426	0
6657	1
3018	0
6454	0
6841	1
2099	0
1788	0
6583	0
2005	0
3012	0
1373	0
6927	0
2308	0
29	0
1994	0
130	0
1557	0
1602	0
1056	0
452	0
2915	0
211	0
6378	0
6462	1
555	0
718	0
867	0
2177	0
1909	0
1361	0
1870	0
45	0
746	0
328	0
1182	0
762	0
5209	0
1486	0
1193	0
1455	1
1711	0
413	0
2691	0
6796	1
465	0
2911	0
2493	0
3460	0
472	0
1490	0
28	0
2381	0
2232	0
433	0
6422	0
2940	0
6838	1
886	0
956	0
1201	0
6812	1
2126	1
1108	0
891	0
623	0
272	0
3042	0
613	0
2507	0
1960	0
483	0
756	0
371	0
6599	0
1722	0
898	0
6413	1
1936	0
2611	0
2401	0
1452	0
1187	1
696	0
3462	0
1069	0
917	0
771	0
2760	0
2193	0
108	0
3426	0
743	0
6417	0
1764	0
1506	0
2745	1
227	0
1863	0
1644	0
6885	1
1883	0
4822	1
2339	1
2925	0
2649	0
1558	0
1942	0
2793	0
1951	0
4004	0
468	0
135	0
1742	0
6372	1
22	0
2774	0
1052	0
1978	0
2374	0
288	0
390	0
4068	1
2341	0
6371	1
1035	0
6515	1
2803	0
6724	1
277	0
2219	0
713	0
81	0
1365	0
2980	1
6113	0
1167	0
2593	0
2797	0
1353	0
6803	1
1527	0
6002	0
2645	0
1326	0
140	0
246	0
1494	0
877	0
1467	0
143	0
6455	1
6466	1
733	0
2365	0
2382	0
6783	0
6691	1
6048	0
6408	1
2909	0
1828	1
2127	0
1591	0
5815	1
2225	0
3041	1
3037	0
1517	0
1237	0
6753	1
203	0
541	0
2133	0
1845	0
3413	0
6565	1
1541	0
431	0
2197	0
6849	0
2070	1
2647	0
6870	1
6874	1
2128	0
196	0
2030	0
41	0
2168	0
400	0
2123	0
1790	0
501	0
6814	1
1892	0
460	0
2585	0
6552	1
763	0
1286	0
6908	0
2932	0
6142	0
3048	0
1989	0
2310	1
6780	1
1119	0
1691	0
6928	1
6652	1
4037	1
2765	0
6107	1
815	0
6543	0
734	0
1497	0
516	0
1632	0
1132	0
1224	0
2387	0
2435	0
871	0
2573	0
1404	0
2420	1
5052	0
5221	1
833	0
3710	0
946	0
6653	1
2489	0
158	0
6757	1
1284	0
1226	0
1296	0
2375	0
457	0
1037	0
213	0
2343	0
1432	0
651	0
2425	0
2565	0
2873	0
3513	1
2886	0
6782	1
4749	1
2204	1
3	0
336	0
663	0
6470	0
6842	1
6523	0
2580	0
2001	0
1457	0
1881	0
1072	0
2350	1
776	0
1930	0
1642	0
619	0
2896	0
2958	0
6576	0
1349	0
4011	0
5443	0
507	0
1188	0
3571	1
6467	1
1317	0
1804	0
1635	0
497	0
435	0
2385	0
2548	0
6631	1
2258	0
237	0
5797	1
6756	1
2933	0
2568	1
6882	1
1236	0
2097	1
2802	0
607	0
1046	0
1753	0
6873	0
6687	1
682	0
753	0
1114	1
5433	1
2105	0
6374	1
873	1
1204	0
1569	0
1716	0
2576	0
6739	1
2234	0
4494	1
708	0
2235	0
6541	0
1977	0
6550	1
897	0
2462	0
1924	0
1674	0
6736	1
856	0
2656	0
6373	1
480	0
2701	0
1564	1
1706	0
1418	0
2036	0
378	0
6491	0
4140	1
475	0
1763	0
924	0
1773	0
418	0
1189	0
2033	0
1843	0
1830	0
6618	1
6818	1
1590	0
4300	0
1195	0
523	0
2871	0
1164	0
1982	0
